samplenames	location	geo	geo2	duration	date.month	date.start	date.end	season	particle	temperature	humid	weekend	aownership	latitude	longitude
chaoexpo44_I6	Campus-thanksgiving	uswest	Westcoast	4.770833333	11	2015-11-25	2015-11-30	fall	25.97748666	25.33205603	31.73796215	weekday	P1	37.40988969	-122.1593497
chaoexpo28_I12	Bethesda-MD	useast	Northeast	0.002662037	12	2015-11-30	2015-12-03	winter	2.347826087	30.8125	27.08695652	weekday	P1	38.99791635	-77.09885595
chaoexpo22_I6	Campus	uswest	Westcoast	6.42025463	12	2015-12-01	2015-12-10	winter	1.162571434	24.40710819	46.78895279	weekday	P2	37.40988969	-122.1593497
Expo0324B_I12	Philadephia-PA	useast	Northeast	2.729282407	12	2015-12-03	2015-12-06	winter	6.31847674	29.45480219	23.36761376	weekday	P1	40.24783815	-75.58747128
chaoexpo34_I15	Yale-Connecticut	useast	Northeast	4.100462963	12	2015-12-06	2015-12-10	winter	9.032911821	27.61362336	26.53782319	weekday	P1	41.30554102	-72.92788858
Chao-expo20_I12	Campus-christmas	uswest	Westcoast	2.99212963	12	2015-12-11	2015-12-14	winter	5.727293826	22.75894469	39.13325468	weekend	P1	37.40988969	-122.1593497
chaoexpo54_I12	Campus	uswest	Westcoast	4.143634259	12	2015-12-14	2015-12-18	winter	6.553001313	24.34174448	33.70986844	weekday	P1	37.40988969	-122.1593497
chaoexpo54_I15	Campus	uswest	Westcoast	3.425462963	12	2015-12-18	2015-12-22	winter	4.504054602	23.3316004	40.44211042	weekend	P1	37.40988969	-122.1593497
chaoexpo55_I5	Yale-Connecticut	useast	Northeast	2.193171296	12	2015-12-23	2015-12-25	winter	4.565095783	24.35636249	39.08682252	weekday	P1	41.75736384	-72.75577191
chaoexpo50_I12	Monterey-CA	uswest	Westcoast	15.57048611	12	2015-12-18	2016-01-03	winter	17.77222755	21.85210362	40.2043656	weekday	P2	36.6002378	-121.8946761
chaoexpo48_I5	Philadephia-PA	useast	Northeast	3.179976852	12	2015-12-25	2015-12-28	winter	16.92436761	24.20901568	39.52475705	weekend	P1	40.24783815	-75.58747128
chaoexpo50_I15	Yale-Connecticut	useast	Northeast	5.104166667	12	2015-12-28	2016-01-02	winter	12.5252381	25.449593	30.52906803	weekday	P1	41.75736384	-72.75577191
Expo0323B_I12	Campus	uswest	Westcoast	2.258449074	1	2016-01-03	2016-01-05	winter	7.236457746	26.17705044	38.58691129	weekday	P1	37.40988969	-122.1593497
chaoexpo51_I5	San_Diego-CA	uswest	Westcoast	2.016898148	1	2016-01-05	2016-01-07	winter	3.253988293	26.88382285	33.77648342	weekday	P1	32.89389037	-117.2426647
chaoexpo55_I6	San_Diego-CA	uswest	Westcoast	2.628356481	1	2016-01-05	2016-01-07	winter	4.636575807	23.20307794	42.49571976	weekday	P2	32.711126	-117.168068
chaoexpo48_I6	LA-CA	uswest	Westcoast	2.565625	1	2016-01-07	2016-01-10	winter	7.13168223	23.95851552	34.33888663	weekday	P1	34.3637	-118.55116
chaoexpo55_I12	Reno-NV	uswest	Westcoast	5.144212963	1	2016-01-10	2016-01-15	winter	4.303199388	25.80555331	35.08553526	weekday	P2	39.4757191	-119.7786747
chaoexpo44_I12	Campus	uswest	Westcoast	3.327893519	1	2016-01-11	2016-01-15	winter	2.58859945	25.72391802	36.76763816	weekday	P1	37.40988969	-122.1593497
chaoexpo22_I12	Campus	uswest	Westcoast	2.841550926	1	2016-01-15	2016-01-18	winter	9.786485276	25.86342147	46.04724044	weekend	P1	37.40988969	-122.1593497
chaoexpo55_I15	Dallas-TX	uswest	Southwest	1.193055556	1	2016-01-19	2016-01-20	winter	3.40104773	23.63354614	33.28408033	weekday	P2	32.7556215	-97.3324061
chaoexpo51_I6	Campus	uswest	Westcoast	3.942476852	1	2016-01-18	2016-01-22	winter	4.465519772	23.79662704	42.58581746	weekday	P1	37.40988969	-122.1593497
chaoexpo56_I5	Mike_background	uswest	Westcoast	2.890509259	1	2016-01-19	2016-01-22	winter	6.447705614	20.88320556	41.68448386	weekday	Others	37.4087126	-122.1498307
chaoexpo44_I15	Campus	uswest	Westcoast	2.209490741	1	2016-01-22	2016-01-25	winter	7.703562074	23.78663428	42.99320587	weekend	P1	37.40988969	-122.1593497
chaoexpo28_I15	Campus	uswest	Westcoast	3.445023148	1	2016-01-25	2016-01-28	winter	8.873710734	25.22203823	42.55871325	weekday	P1	37.40988969	-122.1593497
expo623P1-2_I12	SF-CA	uswest	Westcoast	2.404976852	1	2016-01-29	2016-01-31	winter	6.371913952	26.68924561	40.39602483	weekday	P1	37.788407	-122.4068
Expo0324B_I15	Campus	uswest	Westcoast	4.512615741	2	2016-01-31	2016-02-05	winter	4.373489959	22.77049256	36.39779425	weekday	P1	37.40988969	-122.1593497
chaoexpo32_I5	Denver-CO	uswest	Westcoast	1.025578704	2	2016-02-04	2016-02-05	winter	0.924387767	27.16792708	14.48124365	weekday	P1	39.738968	-104.94227
chaoexpo51_I12	Canada	uswest	Westcoast	4.695833333	2	2016-02-07	2016-02-12	winter	4.63647343	27.75377866	21.02653801	weekday	P1	51.17311515	-115.5629289
chaoexpo56_I6	Campus	uswest	Westcoast	3.992361111	2	2016-02-12	2016-02-16	winter	6.176262538	30.10291971	34.53640923	weekend	P1	37.40988969	-122.1593497
chaoexpo51_I15	Campus	uswest	Westcoast	1.867013889	2	2016-02-16	2016-02-18	winter	4.235323291	24.79742366	36.72598723	weekday	P1	37.40988969	-122.1593497
chaoexpo74_I6	Campus	uswest	Westcoast	2.078703704	2	2016-02-19	2016-02-21	winter	10.55417595	23.88336109	41.1607461	weekday	P1	37.40988969	-122.1593497
chaoexpo74_I12	Campus	uswest	Westcoast	3.416782407	2	2016-02-19	2016-02-23	winter	7.205548593	25.22319384	50.57908269	weekend	P8	37.40988969	-122.1593497
chaoexpo56_I12	Campus	uswest	Westcoast	2.799652778	2	2016-02-22	2016-02-25	winter	4.536318161	25.14914667	31.69886725	weekday	P1	37.40988969	-122.1593497
chaoexpo22_I15	Houston-TX	uswest	Southwest	3.189236111	2	2016-02-23	2016-02-26	winter	11.44071856	23.93209125	36.43089457	weekday	P3	29.7604267	-95.3698028
chaoexpo70_I6	Bozeman-MT	uswest	Westcoast	1.661458333	2	2016-02-25	2016-02-27	winter	19.40355277	35.80047907	12.27887844	weekday	P1	45.680806	-111.03612
chaoexpo74_I15	Campus	uswest	Westcoast	2.9	2	2016-02-26	2016-02-29	winter	6.615461367	23.00450096	40.44586127	weekend	P7	37.40988969	-122.1593497
chaoexpo62_I6	Houston-TX	uswest	Southwest	3.322106481	2	2016-02-27	2016-03-02	winter	4.777619064	29.59336182	38.10318434	weekday	P1	29.751062	-95.360168
chaoexpo52_I5	Redwood_city-CA	uswest	Westcoast	5.989814815	3	2016-03-01	2016-03-07	spring	7.224841552	24.83041794	41.99245247	weekday	P3	37.4852152	-122.2363548
chaoexpo75_I12	Campus	uswest	Westcoast	0.565162037	3	2016-03-03	2016-03-07	spring	7.809748106	31.81728942	31.81523653	weekend	P1	37.40988969	-122.1593497
Expo0323B_I15	Campus	uswest	Westcoast	4.069328704	3	2016-03-04	2016-03-08	spring	4.913023692	24.05702374	48.79957621	weekend	Others	37.40988969	-122.1593497
chaoexpo75_I15	Campus	uswest	Westcoast	2.584259259	3	2016-03-05	2016-03-09	spring	4.092529559	29.82744074	32.0542861	weekday	P1	37.40988969	-122.1593497
chaoexpo56_I15	Redwood_city-CA	uswest	Westcoast	3.005092593	3	2016-03-07	2016-03-10	spring	5.484709598	23.47258901	41.96241334	weekday	P3	37.4852152	-122.2363548
chaoexpo62_I12	Campus	uswest	Westcoast	2.50787037	3	2016-03-09	2016-03-12	spring	3.183173343	28.28697432	32.7635084	weekday	P1	37.40988969	-122.1593497
chaoexpo75_I5	Redwood_city-CA	uswest	Westcoast	6.315277778	3	2016-03-10	2016-03-17	spring	15.39964079	23.66728987	43.27428708	weekday	P3	37.4852152	-122.2363548
chaoexpo70_I12	Boston-MA	useast	Northeast	2.530439815	3	2016-03-13	2016-03-16	spring	22.266935	30.03452825	24.66511915	weekday	P1	42.345926	-71.043346
chaoexpo70_I15	Campus	uswest	Westcoast	0.949884259	3	2016-03-17	2016-03-18	spring	5.054587547	30.52632155	28.20600707	weekday	P1	37.40988969	-122.1593497
chaoexpo62_I15	East_Lansing-MI	useast	Northeast	1.19837963	3	2016-03-18	2016-03-20	spring	4.502897431	34.60863164	14.31403322	weekday	P1	42.684997	-84.430224
chaoexpo52_I6	p3_home	uswest	Westcoast	4.558101852	3	2016-03-17	2016-03-29	spring	5.630160987	22.03302697	46.43063328	weekday	P3	37.5629917	-122.3255254
chaoexpo71_I5	Campus	uswest	Westcoast	4.812152778	3	2016-03-21	2016-03-26	spring	13.9487938	28.42258018	35.79782572	weekday	P1	37.40988969	-122.1593497
chaoexpo71_I6	SF-CA	uswest	Westcoast	2.703819444	3	2016-03-26	2016-03-29	spring	4.415607209	30.81157052	23.50705877	weekday	P1	38.535476	-121.74619
chaoexpo32_I6	Australia	oceania	Oceania	13.59675926	3	2016-03-29	2016-04-03	spring	1.851407947	25.52966387	42.16987044	weekday	P3	-37.8136276	144.9630576
chaoexpo76_I5	Boston-MA	useast	Northeast	1.560648148	3	2016-03-30	2016-04-01	spring	3.642835954	30.27919255	19.60545832	weekday	P1	42.3625	-71.087421
chaoexpo71_I12	Philadephia-PA	useast	Northeast	NA	4	2016-04-02	2016-04-06	spring	NA	NA	NA	weekday	P1	40.24783815	-75.58747128
chaoexpo63_I5	Bethesda-MD	useast	Northeast	2.002777778	4	2016-04-06	2016-04-08	spring	0.89690245	30.28885048	25.6339748	weekday	P1	38.99791635	-77.09885595
chaoexpo71_I15	Spain	europe	Europe	1.216782407	4	2016-04-08	2016-04-11	spring	4.786653753	34.1650165	28.15058499	weekend	P1	41.385732	2.1948035
chaoexpo76_I6	Campus	uswest	Westcoast	2.585416667	4	2016-04-11	2016-04-13	spring	8.295953084	26.95939215	33.99657982	weekday	P1	37.40988969	-122.1593497
chaoexpo63_I12	Campus	uswest	Westcoast	1.827199074	4	2016-04-15	2016-04-18	spring	6.153354025	28.26216053	27.08629885	weekend	P1	37.40988969	-122.1593497
chaoexpo72_I5	Chicago-IL	useast	Northeast	5.148611111	4	2016-04-15	2016-04-18	spring	6.102598687	30.83412794	22.67131328	weekend	P1	41.885664	-87.620795
chaoexpo63_I6	China	asia	Asia	9.252430556	4	2016-04-14	2016-04-23	spring	34.70803468	26.83516952	40.79594326	weekday	P8	39.3433574	117.3616476
chaoexpo63_I15	New_orleans-LA	useast	Southeast	5.874768519	4	2016-04-19	2016-04-20	spring	8.638638244	30.69528841	23.90305174	weekday	P1	29.94153861	-90.06440491
chaoexpo76_I12	Campus	uswest	Westcoast	3.406134259	4	2016-04-21	2016-04-25	spring	7.534404839	27.96219128	31.12213803	weekend	P1	37.40988969	-122.1593497
chaoexpo48_I12	Redwood_city-CA	uswest	Westcoast	4.485763889	4	2016-04-23	2016-04-29	spring	7.144851253	31.09845054	36.17475553	weekday	P3	37.4852152	-122.2363548
chaoexpo68_I5	San_Diego-CA	uswest	Westcoast	0.907638889	4	2016-04-26	2016-04-27	spring	4.780923234	27.62589626	32.92837286	weekday	P1	37.40988969	-122.1593497
chaoexpo48_I15	Campus	uswest	Westcoast	6.213888889	5	2016-04-30	2016-05-06	spring	1.653702876	24.86277372	40.63822456	weekday	P1	37.40988969	-122.1593497
chaoexpo64_I5	Campus	uswest	Westcoast	1.913194444	5	2016-05-06	2016-05-08	spring	79.01403509	23.48025697	42.43952208	weekday	P1	37.40988969	-122.1593497
chaoexpo68_I6	Nassau-NY	useast	Northeast	2.382407407	5	2016-05-09	2016-05-12	spring	3.701418578	31.76524372	20.77796347	weekday	P1	40.85864131	-73.4679735
chaoexpo76_I15	Bethesda-MD	useast	Northeast	1.113194444	5	2016-05-12	2016-05-14	spring	7.932418382	36.19046053	25.65296319	weekday	P1	38.99791635	-77.09885595
chaoexpo72_I6	Campus	uswest	Westcoast	2.662152778	5	2016-05-13	2016-05-16	spring	9.737924438	26.05986474	41.34178079	weekend	P1	37.40988969	-122.1593497
chaoexpo68_I12	Germany	europe	Europe	4.420023148	5	2016-05-16	2016-05-21	spring	14.94616251	39.58136126	27.59881641	weekday	P1	49.37030239	8.705762353
chaoexpo72_I12	DC	useast	Northeast	1.534606481	5	2016-05-22	2016-05-23	spring	6.902330493	31.45929541	24.302421	weekday	P1	38.99791635	-77.09885595
chaoexpo64_I6	Campus	uswest	Westcoast	3.346643519	5	2016-05-23	2016-05-28	spring	6.007677676	29.0980453	29.41756182	weekday	P1	37.40988969	-122.1593497
chaoexpo72_I15	Sweden	europe	Europe	4.65150463	6	2016-05-30	2016-06-04	summer	9.584936177	27.42153987	32.321058	weekday	P1	59.85625072	17.6406181
chaoexpo73_I5	Campus	uswest	Westcoast	NA	6	2016-06-06	2016-06-09	summer	NA	NA	NA	weekday	P1	37.40988969	-122.1593497
chaoexpo64_I12	Campus	uswest	Westcoast	3.815393519	6	2016-06-09	2016-06-14	summer	10.71773093	28.43434945	34.82192325	weekend	P1	37.40988969	-122.1593497
expo623P1-2_I15	Campus	uswest	Westcoast	NA	6	2016-06-10	2016-06-13	summer	NA	NA	NA	weekend	P7	37.40988969	-122.1593497
chaoexpo32_I12	San_Diego-CA	uswest	Westcoast	2.030671296	6	2016-06-14	2016-06-17	summer	2.792761471	31.92396455	31.8385238	weekday	P1	32.887094	-117.24494
chaoexpo68_I15	Campus	uswest	Westcoast	2.206134259	6	2016-06-17	2016-06-20	summer	9.273595299	29.46885435	26.53477257	weekend	P1	37.40988969	-122.1593497
chaoexpo73_I6	Bethesda-MD	useast	Northeast	1.589814815	6	2016-06-20	2016-06-22	summer	7.900043681	32.83491614	31.20695981	weekday	P1	38.99791635	-77.09885595
chaoexpo73_I12	NYC	useast	Northeast	2.075231481	6	2016-06-22	2016-06-24	summer	8.495817066	32.16599933	34.26152817	weekday	P1	40.743884	-73.983974
chaoexpo69_I5	Campus	uswest	Westcoast	3.324768519	6	2016-06-25	2016-06-29	summer	9.249077491	31.34009788	30.49481306	weekday	P1	37.40988969	-122.1593497
chaoexpo32_I15	Campus	uswest	Westcoast	4.994097222	7	2016-06-30	2016-07-04	summer	13.00556212	30.40710621	38.69346914	weekend	P1	37.40988969	-122.1593497
chaoexpo64_I15	Campus	uswest	Westcoast	3.61724537	7	2016-07-04	2016-07-08	summer	6.53041308	31.45208356	30.31402105	weekday	P1	37.40988969	-122.1593497
chaoexpo65_I5	Monterey-CA	uswest	Westcoast	1.37349537	7	2016-07-08	2016-07-10	summer	15.93368164	26.31469624	49.84959973	weekday	P1	36.6111478	-121.8589246
chaoexpo52_I12	p3_work_home	uswest	Westcoast	13.61909722	7	2016-07-03	2016-07-20	summer	1.45002507	28.0277775	42.76208687	weekday	P3	37.5629917	-122.3255254
chaoexpo69_I6	Campus	uswest	Westcoast	0.74837963	7	2016-07-10	2016-07-12	summer	1.720074234	31.10032362	30.44441695	weekday	P1	37.40988969	-122.1593497
chaoexpo65_I6	Orlando-FL	useast	Southeast	4.860069444	7	2016-07-13	2016-07-17	summer	18.50613227	30.29278336	39.50395323	weekday	P1	28.360866	-81.510296
chaoexpo69_I12	Campus	uswest	Westcoast	2.840625	7	2016-07-18	2016-07-22	summer	4.264393106	32.92705667	27.99081204	weekday	P1	37.40988969	-122.1593497
chaoexpo78_I5	Campus	uswest	Westcoast	2.834375	7	2016-07-22	2016-07-24	summer	8.48470742	31.83438759	37.06776104	weekday	P1	37.40988969	-122.1593497
chaoexpo78_I6	Campus	uswest	Westcoast	4.73900463	7	2016-07-25	2016-07-31	summer	7.518891196	32.9526673	31.42466479	weekday	P1	37.40988969	-122.1593497
chaoexpo65_I12	Green-Mountains-VT	useast	Northeast	3.071412037	8	2016-07-31	2016-08-02	summer	7.629121604	30.46362714	39.55606512	weekday	P1	44.472239	-73.186661
chaoexpo69_I15	Campus	uswest	Westcoast	2.235069444	8	2016-08-03	2016-08-06	summer	2.926466781	29.35987301	39.75568329	weekday	P1	37.40988969	-122.1593497
chaoexpo65_I15	China	asia	Asia	3.197569444	8	2016-08-06	2016-08-09	summer	9.589604373	27.51843188	40.5710935	weekday	P1	30.163287	120.19929
chaoexpo77_I5	China	asia	Asia	6.306712963	8	2016-08-10	2016-08-18	summer	17.87454579	32.47019817	42.0642907	weekday	P1	30.163287	120.19929
chaoexpo77_I6	Campus	uswest	Westcoast	2.521412037	8	2016-08-19	2016-08-22	summer	14.26646775	28.64816035	45.27884783	weekend	P1	37.40988969	-122.1593497
chaoexpo77_I12	Campus	uswest	Westcoast	2.493865741	8	2016-08-22	2016-08-25	summer	4.007054346	26.69393308	38.95714021	weekday	P1	37.40988969	-122.1593497
chaoexpo77_I15	LA-CA	uswest	Westcoast	1.050810185	8	2016-08-25	2016-08-26	summer	13.59488931	30.24540362	39.22611521	weekday	P1	34.069287	-118.4457
chaoexpo73_I15	Campus	uswest	Westcoast	1.709837963	8	2016-08-26	2016-08-29	summer	10.3088743	33.81836404	29.95952752	weekend	P1	37.40988969	-122.1593497
chaoexpo75_I6	China	asia	Asia	1.784606481	9	2016-08-31	2016-09-02	fall	19.13185031	30.72256062	50.05504897	weekday	Others	31.2303904	121.4737021
chaoexpo78_I12	Campus	uswest	Westcoast	2.095486111	9	2016-09-07	2016-09-09	fall	10.8607567	31.16032716	29.31832091	weekday	Others	37.40988969	-122.1593497
chaoexpo52_I15	Campus	uswest	Westcoast	1.765625	9	2016-09-26	2016-09-30	fall	8.321796132	27.09631373	37.4763684	weekday	Others	37.40988969	-122.1593497
chaoexpo57_I6	South_bay-CA	uswest	Westcoast	4.095949074	11	2016-11-22	2016-11-27	fall	11.61564554	24.44136294	44.59925401	weekday	P5	37.3229978	-122.032183
chaoexpo57_I12	p3_work_home	uswest	Westcoast	5.857175926	11	2016-11-22	2016-11-28	fall	10.3110447	22.69686426	42.71378295	weekday	P3	37.5629917	-122.3255254
chaoexpo57_I15	East_bay-CA	uswest	Westcoast	5.342013889	11	2016-11-23	2016-11-28	fall	8.76726398	24.91798746	37.41717474	weekday	P4	37.5482697	-121.988572
chaoexpo58_I5	Campus-thanksgiving	uswest	Westcoast	4.686226852	11	2016-11-23	2016-11-28	fall	27.9543168	24.50031113	41.18488725	weekday	P1	37.40988969	-122.1593497
chaoexpo58_I6	South_bay-CA	uswest	Westcoast	7.739467593	12	2016-11-28	2016-12-06	winter	8.84736084	19.98971736	44.60973545	weekday	P5	37.3229978	-122.032183
chaoexpo58_I15	p3_work_home	uswest	Westcoast	5.722800926	12	2016-11-29	2016-12-05	winter	2.603785256	25.7438175	36.5443604	weekday	P3	37.5629917	-122.3255254
chaoexpo59_I5	Campus	uswest	Westcoast	5.215856481	12	2016-11-29	2016-12-05	winter	10.20278709	23.52766609	37.20100965	weekday	P1	37.40988969	-122.1593497
chaoexpo58_I12	East_bay-CA	uswest	Westcoast	7.969328704	12	2016-11-29	2016-12-07	winter	8.037325191	26.531958	32.9983792	weekday	P4	37.5482697	-121.988572
chaoexpo59_I15	Campus	uswest	Westcoast	1.568171296	12	2016-12-05	2016-12-07	winter	2.488601447	22.86674784	37.64206953	weekday	P1	37.40988969	-122.1593497
chaoexpo59_I6	NYC	useast	Northeast	5.394675926	12	2016-12-05	2016-12-11	winter	0.118598198	25.47523331	39.05047844	weekday	P3	40.7127837	-74.0059413
chaoexpo60_I5	DC	useast	Northeast	2.125347222	12	2016-12-07	2016-12-09	winter	1.715087186	28.19413495	20.11300441	weekday	P1	38.910689	-77.045964
chaoexpo59_I12	SF-CA	uswest	Westcoast	6.377430556	12	2016-12-06	2016-12-12	winter	5.466533239	21.25497659	39.22114481	weekday	P6	37.7649039	-122.390318
chaoexpo60_I6	South_bay-CA	uswest	Westcoast	7.463425926	12	2016-12-06	2016-12-14	winter	4.864090705	20.27027681	51.89372247	weekday	P5	37.3229978	-122.032183
chaoexpo60_I12	East_bay-CA	uswest	Westcoast	4.190509259	12	2016-12-08	2016-12-14	winter	3.140020328	37.70291732	36.39437386	weekday	P4	37.5482697	-121.988572
chaoexpo66_I6	India	asia	Asia	5.733101852	12	2016-12-10	2016-12-17	winter	47.2407364	25.78569785	44.27738927	weekday	P1	28.538634	77.151574
chaoexpo60_I15	p3_work_home	uswest	Westcoast	6.127083333	12	2016-12-12	2016-12-20	winter	10.44034083	28.6337755	34.06818731	weekday	P3	37.5629917	-122.3255254
chaoexpo61_I5	SF-CA	uswest	Westcoast	6.369444444	12	2016-12-13	2016-12-21	winter	4.722115896	22.11273441	36.28425098	weekday	P6	37.7649039	-122.390318
chaoexpo61_I6	South_bay-CA	uswest	Westcoast	6.511342593	12	2016-12-14	2016-12-20	winter	3.578912457	NA	33.78344235	weekday	P5	37.3229978	-122.032183
chaoexpo61_I12	East_bay-CA	uswest	Westcoast	6.279166667	12	2016-12-15	2016-12-21	winter	15.73794323	20.62636585	33.93999115	weekday	P4	37.5482697	-121.988572
chaoexpo61_I15	Campus-christmas	uswest	Westcoast	4.624652778	12	2016-12-17	2016-12-22	winter	8.812463373	21.54662512	35.66594089	weekday	P1	37.40988969	-122.1593497
chaoexpo78_I15	China	asia	Asia	7.819328704	12	2016-12-26	2017-01-01	winter	74.56451445	21.60434686	41.52703415	weekday	P7	30.572815	104.066801
chaoexpo66_I12	Yale-Connecticut	useast	Northeast	3.46412037	12	2016-12-29	2017-01-02	winter	25	25	20	weekend	P1	40.24783815	-75.58747128
chaoexpo67_I12	SF-CA	uswest	Westcoast	1.378587963	1	2017-01-20	2017-01-21	winter	7.553445135	22.23596072	45.49171354	weekday	P1	37.838438	-122.47933
chaoexpo66_I15	Campus	uswest	Westcoast	6.855555556	1	2017-01-18	2017-01-25	winter	0.56072476	22.9818983	31.44934664	weekday	Others	37.4323403	-122.17595
chaoexpo67_I15	Campus	uswest	Westcoast	2.165509259	1	2017-01-21	2017-01-24	winter	7.614040246	24.77055618	44.25297167	weekday	P1	37.40988969	-122.1593497
chaoexpo67_I6	Houston-TX	uswest	Southwest	2.953472222	1	2017-01-24	2017-01-27	winter	4.387703582	24.65875088	39.45660318	weekday	P1	29.272251	-94.818915
chaoexpo67_I5	Campus	uswest	Westcoast	2.403587963	1	2017-01-28	2017-02-02	winter	6.433836664	25.00845376	34.67120431	weekday	P1	37.40988969	-122.1593497
