+access,+submission_date,+accession,+publication_date,+last_update,Sample name,SRA identifier,Bioproject identifier,altitude,env_feature,collection_date,sample number,sample_type,env_biome,lat_lon,geo_loc_name,isolation source,host,env_material
public,2017-12-20T15:50:14.876,SAMN08216081,2018-09-20T00:00:00.000,2021-02-28T05:15:14.476,xinexpo39_I15,SRS2776284,PRJNA421162,102,air filter,2015-06-27,391,RNA,air filter,38.99791635 N 77.09885595 W,USA:maryland,Bethesda,missing,missing,air
public,2017-12-20T15:50:14.860,SAMN08216080,2018-09-20T00:00:00.000,2021-02-28T05:15:14.454,xinexpo40_I5,SRS2776674,PRJNA421162,120,air filter,2015-06-24,390,RNA,air filter,42.47350702 N 71.60669408 W,USA:massachusetts,Harvard,missing,missing,air
public,2017-12-20T15:50:14.846,SAMN08216079,2018-09-20T00:00:00.000,2021-02-28T05:15:14.433,xinexpo54_I5,SRS2776675,PRJNA421162,51,air filter,2015-06-19,389,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.833,SAMN08216078,2018-09-20T00:00:00.000,2021-02-28T05:15:14.410,xinexpo49_I12,SRS2776441,PRJNA421162,222,air filter,2015-06-14,388,RNA,air filter,43.68614401 N 86.385782 W,USA:michigan,Hart,missing,missing,air
public,2017-12-20T15:50:14.820,SAMN08216077,2018-09-20T00:00:00.000,2021-02-28T05:15:14.378,xinexpo02_I6,SRS2776442,PRJNA421162,14,air filter,2015-06-12,387,RNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:14.803,SAMN08216076,2018-09-20T00:00:00.000,2021-02-28T05:15:14.357,xinexpo46_I12,SRS2776440,PRJNA421162,51,air filter,2015-06-09,386,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.790,SAMN08216075,2018-09-20T00:00:00.000,2021-02-28T05:15:14.335,xinexpo53_I15,SRS2776438,PRJNA421162,51,air filter,2015-06-10,385,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.776,SAMN08216074,2018-09-20T00:00:00.000,2021-02-28T05:15:14.314,xinexpo43_I6,SRS2776445,PRJNA421162,51,air filter,2015-06-10,384,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.763,SAMN08216073,2018-09-20T00:00:00.000,2021-02-28T05:15:14.292,xinexpo49_I6,SRS2776446,PRJNA421162,3,air filter,2015-06-02,383,RNA,air filter,29.94850673 N 90.0668881 W,USA:louisiana,New Orleans,missing,missing,air
public,2017-12-20T15:50:14.750,SAMN08216072,2018-09-20T00:00:00.000,2021-02-28T05:15:14.269,xinexpo21_I15,SRS2776443,PRJNA421162,51,air filter,2015-05-31,382,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.736,SAMN08216071,2018-09-20T00:00:00.000,2021-02-28T05:15:14.247,xinexpo53_I6,SRS2776444,PRJNA421162,4,air filter,2015-05-27,381,RNA,air filter,29.54834436 N 95.09155932 W,USA:texas,Houston,missing,missing,air
public,2017-12-20T15:50:14.720,SAMN08216070,2018-09-20T00:00:00.000,2021-02-28T05:15:14.226,xinexpo04_I6,SRS2776800,PRJNA421162,14,air filter,2015-06-02,380,RNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:14.706,SAMN08216069,2018-09-20T00:00:00.000,2021-02-28T05:15:14.205,xinexpo53_I12,SRS2776796,PRJNA421162,29,air filter,2015-06-01,379,RNA,air filter,37.4323403 N 122.17595 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.693,SAMN08216068,2018-09-20T00:00:00.000,2021-02-28T05:15:14.183,xinexpo06_I6,SRS2776787,PRJNA421162,51,air filter,2015-05-26,378,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.680,SAMN08216067,2018-09-20T00:00:00.000,2021-02-28T05:15:14.133,xinexpo16_I6,SRS2776789,PRJNA421162,not applicable,air filter,2015-05-19,377,RNA,air filter,not applicable,not applicable,missing,missing,air
public,2017-12-20T15:50:14.663,SAMN08216066,2018-09-20T00:00:00.000,2021-02-28T05:15:14.111,xinexpo24_I6,SRS2776786,PRJNA421162,51,air filter,2015-05-17,376,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.650,SAMN08216065,2018-09-20T00:00:00.000,2021-02-28T05:15:14.090,xinexpo26_I6,SRS2776783,PRJNA421162,109,air filter,2015-05-12,375,RNA,air filter,32.887094 N 117.24494 W,USA:california,San Diego,missing,missing,air
public,2017-12-20T15:50:14.636,SAMN08216064,2018-09-20T00:00:00.000,2021-02-28T05:15:14.067,xinexpo11_I15,SRS2776792,PRJNA421162,29,air filter,2015-05-18,374,RNA,air filter,37.4323403 N 122.17595 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.623,SAMN08216063,2018-09-20T00:00:00.000,2021-02-28T05:15:14.045,xinexpo07_I15,SRS2776791,PRJNA421162,1353,air filter,2015-05-18,373,RNA,air filter,39.4757191 N 119.7786747 W,USA:nevada,Reno,missing,missing,air
public,2017-12-20T15:50:14.610,SAMN08216062,2018-09-20T00:00:00.000,2021-09-26T03:16:12.995,xinexpo10_I5,SRS2776790,PRJNA421162,256,air filter,2015-05-10,372,RNA,air filter,49.37030239 N 8.70576235 E,Germany:NA,Heidelberg,missing,missing,air
public,2017-12-20T15:50:14.593,SAMN08216061,2018-09-20T00:00:00.000,2021-02-28T05:15:13.979,xinexpo18_I6,SRS2776788,PRJNA421162,29,air filter,2015-05-07,371,RNA,air filter,40.85864131 N 73.4679735 W,USA:new york,Cold Spring Harbor,missing,missing,air
public,2017-12-20T15:50:14.580,SAMN08216060,2018-09-20T00:00:00.000,2021-02-28T05:15:13.949,xinexpo34_I6,SRS2776415,PRJNA421162,207,air filter,2015-05-05,370,RNA,air filter,41.51086527 N 81.60794985 W,USA:ohio,Cleveland,missing,missing,air
public,2017-12-20T15:50:14.566,SAMN08216059,2018-09-20T00:00:00.000,2021-02-28T05:15:13.887,xinexpo30_I6,SRS2776368,PRJNA421162,51,air filter,2015-05-03,369,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.553,SAMN08216058,2018-09-20T00:00:00.000,2021-02-28T05:15:13.856,xinexpo13_I15,SRS2776406,PRJNA421162,1353,air filter,2015-05-04,368,RNA,air filter,39.4757191 N 119.7786747 W,USA:nevada,Reno,missing,missing,air
public,2017-12-20T15:50:14.540,SAMN08216057,2018-09-20T00:00:00.000,2021-02-28T05:15:13.835,xinexpo36_I6,SRS2776408,PRJNA421162,51,air filter,2015-04-28,367,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.523,SAMN08216056,2018-09-20T00:00:00.000,2021-02-28T05:15:13.815,xinexpo20_I6,SRS2776409,PRJNA421162,29,air filter,2015-05-05,366,RNA,air filter,37.4323403 N 122.17595 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.510,SAMN08216055,2018-09-20T00:00:00.000,2021-02-28T05:15:13.792,xinexpo43_I5,SRS2776413,PRJNA421162,5,air filter,2015-04-23,365,RNA,air filter,39.91220532 N 75.18420641 W,USA:pennsylvania,Philadelphia,missing,missing,air
public,2017-12-20T15:50:14.496,SAMN08216054,2018-09-20T00:00:00.000,2021-02-28T05:15:13.768,xinexpo39_I12,SRS2776405,PRJNA421162,51,air filter,2015-04-21,364,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.483,SAMN08216053,2018-09-20T00:00:00.000,2021-02-28T05:15:13.745,xinexpo39_I6,SRS2776407,PRJNA421162,29,air filter,2015-04-27,363,RNA,air filter,37.4323403 N 122.17595 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.470,SAMN08216052,2018-09-20T00:00:00.000,2021-02-28T05:15:13.724,xinexpo46_I6,SRS2776411,PRJNA421162,51,air filter,2015-04-20,362,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.456,SAMN08216051,2018-09-20T00:00:00.000,2021-02-28T05:15:13.703,xinexpo42_I15,SRS2776410,PRJNA421162,171,air filter,2015-04-17,361,RNA,air filter,30.28826892 N 97.73700925 W,USA:texas,Austin,missing,missing,air
public,2017-12-20T15:50:14.443,SAMN08216050,2018-09-20T00:00:00.000,2021-02-28T05:15:13.681,xinexpo46_I5,SRS2776505,PRJNA421162,not applicable,air filter,2015-04-20,360,RNA,air filter,not applicable,not applicable,missing,missing,air
public,2017-12-20T15:50:14.430,SAMN08216049,2018-09-20T00:00:00.000,2021-02-28T05:15:13.660,xinexpo42_I12,SRS2776502,PRJNA421162,51,air filter,2015-04-15,359,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.413,SAMN08216048,2018-09-20T00:00:00.000,2021-02-28T05:15:13.638,xinexpo42_I6,SRS2776515,PRJNA421162,51,air filter,2015-04-10,358,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.400,SAMN08216047,2018-09-20T00:00:00.000,2021-02-28T05:15:13.617,xinexpo24_I5,SRS2776510,PRJNA421162,29,air filter,2015-04-10,357,RNA,air filter,37.4323403 N 122.17595 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.386,SAMN08216046,2018-09-20T00:00:00.000,2021-02-28T05:15:13.595,xinexpo06_I5,SRS2776517,PRJNA421162,1353,air filter,2015-04-09,356,RNA,air filter,39.4757191 N 119.7786747 W,USA:nevada,Reno,missing,missing,air
public,2017-12-20T15:50:14.370,SAMN08216045,2018-09-20T00:00:00.000,2021-02-28T05:15:13.574,xinexpo07_I12,SRS2776514,PRJNA421162,51,air filter,2015-04-03,355,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.356,SAMN08216044,2018-09-20T00:00:00.000,2021-09-26T03:16:12.971,xinexpo16_I5,SRS2776508,PRJNA421162,39,air filter,2015-03-28,354,RNA,air filter,52.08168161 N 0.18486226 E,United Kingdom: NA,Hinxton,missing,missing,air
public,2017-12-20T15:50:14.343,SAMN08216043,2018-09-20T00:00:00.000,2021-02-28T05:15:13.531,xinexpo26_I5,SRS2776511,PRJNA421162,14,air filter,2015-03-30,353,RNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:14.330,SAMN08216042,2018-09-20T00:00:00.000,2021-02-28T05:15:13.510,xinexpo11_I12,SRS2776513,PRJNA421162,18,air filter,2015-03-25,352,RNA,air filter,59.85625072 N 17.6406181 E,Sweden:NA,Uppsala,missing,missing,air
public,2017-12-20T15:50:14.313,SAMN08216041,2018-09-20T00:00:00.000,2021-02-28T05:15:13.473,xinexpo21_I12,SRS2776281,PRJNA421162,51,air filter,2015-03-23,351,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.283,SAMN08216040,2018-09-20T00:00:00.000,2021-02-28T05:15:13.451,xinexpo39_I5,SRS2776647,PRJNA421162,14,air filter,2015-03-23,350,RNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:14.270,SAMN08216039,2018-09-20T00:00:00.000,2021-09-26T03:16:12.948,xinexpo30_I5,SRS2776645,PRJNA421162,46,air filter,2015-03-17,349,RNA,air filter,3.15327579 N 101.7150945 E,Malaysia:NA,Kuala Lumpur,missing,missing,air
public,2017-12-20T15:50:14.253,SAMN08216038,2018-09-20T00:00:00.000,2021-02-28T05:15:13.409,xinexpo02_I5,SRS2776653,PRJNA421162,102,air filter,2015-03-12,348,RNA,air filter,38.99791635 N 77.09885595 W,USA:maryland,Bathesda,missing,missing,air
public,2017-12-20T15:50:14.240,SAMN08216037,2018-09-20T00:00:00.000,2021-02-28T05:15:13.388,xinexpo34_I5,SRS2776656,PRJNA421162,825,air filter,2015-03-16,347,RNA,air filter,32.2156971 N 111.048771 W,USA:arizona,Tucson,missing,missing,air
public,2017-12-20T15:50:14.223,SAMN08216036,2018-09-20T00:00:00.000,2021-02-28T05:15:13.367,xinexpo36_I5,SRS2776649,PRJNA421162,51,air filter,2015-03-09,346,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.210,SAMN08216035,2018-09-20T00:00:00.000,2021-09-26T03:16:12.926,xinexpo38_I15,SRS2776655,PRJNA421162,9,air filter,2015-03-02,345,RNA,air filter,51.1439564 N 3.24536340 E,Belgium:NA,Oostkamp,missing,missing,air
public,2017-12-20T15:50:14.193,SAMN08216034,2018-09-20T00:00:00.000,2021-02-28T05:15:13.319,xinexpo27_I15,SRS2776650,PRJNA421162,51,air filter,2015-02-27,344,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.180,SAMN08216033,2018-09-20T00:00:00.000,2021-02-28T05:15:13.297,xinexpo04_I5,SRS2776651,PRJNA421162,14,air filter,2015-03-02,343,RNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:14.163,SAMN08216032,2018-09-20T00:00:00.000,2021-02-28T05:15:13.276,xinexpo20_I5,SRS2776654,PRJNA421162,51,air filter,2015-02-24,342,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.150,SAMN08216031,2018-09-20T00:00:00.000,2021-02-28T05:15:13.255,xinexpo18_I5,SRS2776648,PRJNA421162,7,air filter,2015-02-20,341,RNA,air filter,38.53700901 S 143.9762657 E,Australia:NA,Lorne,missing,missing,air
public,2017-12-20T15:50:14.133,SAMN08216030,2018-09-20T00:00:00.000,2021-02-28T05:15:13.233,xinexpo27_I12,SRS2776707,PRJNA421162,1982,air filter,2015-02-19,340,RNA,air filter,39.1825082 N 120.132096 W,USA:california,Tahoe,missing,missing,air
public,2017-12-20T15:50:14.113,SAMN08216029,2018-09-20T00:00:00.000,2021-09-26T03:16:12.903,xinexpo09_I15,SRS2776708,PRJNA421162,11,air filter,2015-02-14,339,RNA,air filter,1.29338830 N 103.8595425 E,Singapore:NA,Singapore,missing,missing,air
public,2017-12-20T15:50:14.096,SAMN08216028,2018-09-20T00:00:00.000,2021-02-28T05:15:13.191,xinexpo42_I5,SRS2776709,PRJNA421162,14,air filter,2015-02-12,338,RNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:14.080,SAMN08216027,2018-09-20T00:00:00.000,2021-02-28T05:15:13.170,xinexpo23_I15,SRS2776711,PRJNA421162,51,air filter,2015-02-10,337,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.066,SAMN08216026,2018-09-20T00:00:00.000,2021-02-28T05:15:13.148,xinexpo11_I6,SRS2776706,PRJNA421162,51,air filter,2015-02-06,336,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.053,SAMN08216025,2018-09-20T00:00:00.000,2021-02-28T05:15:13.126,xinexpo15_I15,SRS2776701,PRJNA421162,14,air filter,2015-02-06,335,RNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:14.040,SAMN08216024,2018-09-20T00:00:00.000,2021-02-28T05:15:13.105,xinexpo35_I15,SRS2776826,PRJNA421162,17,air filter,2015-02-01,334,RNA,air filter,37.83655946 N 122.4802193 W,USA:california,San Francisco,missing,missing,air
public,2017-12-20T15:50:14.026,SAMN08216023,2018-09-20T00:00:00.000,2021-02-28T05:15:13.084,xinexpo19_I12,SRS2776704,PRJNA421162,51,air filter,2015-01-29,333,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:14.013,SAMN08216022,2018-09-20T00:00:00.000,2021-02-28T05:15:13.063,xinexpo41_I15,SRS2776702,PRJNA421162,123,air filter,2015-01-24,332,RNA,air filter,32.90161091 N 117.2441403 W,USA:california,San Diego,missing,missing,air
public,2017-12-20T15:50:13.996,SAMN08216021,2018-09-20T00:00:00.000,2021-02-28T05:15:13.041,xinexpo33_I15,SRS2776703,PRJNA421162,14,air filter,2015-01-26,331,RNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:13.980,SAMN08216020,2018-09-20T00:00:00.000,2021-02-28T05:15:13.021,xinexpo29_I15,SRS2776753,PRJNA421162,51,air filter,2015-01-22,330,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.966,SAMN08216019,2018-09-20T00:00:00.000,2021-02-28T05:15:12.999,xinexpo38_I12,SRS2776747,PRJNA421162,5,air filter,2015-01-13,329,RNA,air filter,29.26963621 N 94.82190697 W,USA:texas,Galveston,missing,missing,air
public,2017-12-20T15:50:13.953,SAMN08216018,2018-09-20T00:00:00.000,2021-02-28T05:15:12.978,xinexpo38_I6,SRS2776342,PRJNA421162,51,air filter,2015-01-16,328,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.940,SAMN08216017,2018-09-20T00:00:00.000,2021-02-28T05:15:12.957,xinexpo17_I15,SRS2776346,PRJNA421162,189,air filter,2015-01-16,327,RNA,air filter,32.7556215 N 97.3324061 W,USA:texas,Fort Worth,missing,missing,air
public,2017-12-20T15:50:13.926,SAMN08216016,2018-09-20T00:00:00.000,2021-02-28T05:15:12.936,xinexpo01_I15,SRS2776347,PRJNA421162,51,air filter,2015-01-08,326,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.913,SAMN08216015,2018-09-20T00:00:00.000,2021-02-28T05:15:12.915,xinexpo05_I15,SRS2776349,PRJNA421162,26,air filter,2015-01-05,325,RNA,air filter,40.1005156 N 75.4616527 W,USA:pennsylvania,King of Prussia,missing,missing,air
public,2017-12-20T15:50:13.900,SAMN08216014,2018-09-20T00:00:00.000,2021-02-28T05:15:12.893,xinexpo31_I6,SRS2776750,PRJNA421162,49,air filter,2015-01-02,324,RNA,air filter,41.75736384 N 72.75577191 W,USA:connecticut,West Hartford,missing,missing,air
public,2017-12-20T15:50:13.883,SAMN08216013,2018-09-20T00:00:00.000,2021-02-28T05:15:12.872,xinexpo25_I15,SRS2776749,PRJNA421162,76,air filter,2014-12-29,323,RNA,air filter,40.24783815 N 75.58747128 W,USA:pennsylvania,Pottstown,missing,missing,air
public,2017-12-20T15:50:13.870,SAMN08216012,2018-09-20T00:00:00.000,2021-02-28T05:15:12.851,xinexpo13_I12,SRS2776353,PRJNA421162,122,air filter,2014-12-27,322,RNA,air filter,40.6760925 N 75.2942097 W,USA:pennsylvania,Easton,missing,missing,air
public,2017-12-20T15:50:13.856,SAMN08216011,2018-09-20T00:00:00.000,2021-02-28T05:15:12.830,xinexpo03_I15,SRS2776350,PRJNA421162,51,air filter,2014-12-22,321,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.843,SAMN08216010,2018-09-20T00:00:00.000,2021-02-28T05:15:12.808,xinexpo07_I6,SRS2776394,PRJNA421162,51,air filter,2014-12-19,320,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.830,SAMN08216009,2018-09-20T00:00:00.000,2021-02-28T05:15:12.787,xinexpo19_I15,SRS2776392,PRJNA421162,14,air filter,2014-12-18,319,RNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:13.816,SAMN08216008,2018-09-20T00:00:00.000,2021-02-28T05:15:12.757,xinexpo03_I12,SRS2776384,PRJNA421162,51,air filter,2014-12-12,318,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.800,SAMN08216007,2018-09-20T00:00:00.000,2021-02-28T05:15:12.724,xinexpo21_I6,SRS2776385,PRJNA421162,51,air filter,2014-12-08,317,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.786,SAMN08216006,2018-09-20T00:00:00.000,2021-02-28T05:15:12.703,xinexpo01_I12,SRS2776388,PRJNA421162,14,air filter,2014-12-08,316,RNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:13.773,SAMN08216005,2018-09-20T00:00:00.000,2021-02-28T05:15:12.681,xinexpo15_I12,SRS2776387,PRJNA421162,102,air filter,2014-12-04,315,RNA,air filter,38.99791635 N 77.09885595 W,USA:maryland,Bethesda,missing,missing,air
public,2017-12-20T15:50:13.760,SAMN08216004,2018-09-20T00:00:00.000,2021-02-28T05:15:12.660,xinexpo25_I12,SRS2776393,PRJNA421162,51,air filter,2014-12-01,314,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.733,SAMN08216003,2018-09-20T00:00:00.000,2021-02-28T05:15:12.638,xinexpo35_I12,SRS2776389,PRJNA421162,14,air filter,2014-12-01,313,RNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:13.720,SAMN08216002,2018-09-20T00:00:00.000,2021-02-28T05:15:12.617,xinexpo23_I12,SRS2776391,PRJNA421162,172,air filter,2014-12-01,312,RNA,air filter,37.804 N 121.939 W,USA:california,Danville,missing,missing,air
public,2017-12-20T15:50:13.706,SAMN08216001,2018-09-20T00:00:00.000,2021-02-28T05:15:12.596,xinexpo27_I6,SRS2776390,PRJNA421162,51,air filter,2014-11-26,311,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.690,SAMN08216000,2018-09-20T00:00:00.000,2021-02-28T05:15:12.575,xinexpo17_I12,SRS2776570,PRJNA421162,14,air filter,2014-11-24,310,RNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:13.673,SAMN08215999,2018-09-20T00:00:00.000,2021-02-28T05:15:12.554,xinexpo05_I12,SRS2776571,PRJNA421162,33,air filter,2014-11-21,309,RNA,air filter,40.7848192 N 73.9557547 W,USA:new york,New York City,missing,missing,air
public,2017-12-20T15:50:13.660,SAMN08215998,2018-09-20T00:00:00.000,2021-02-28T05:15:12.528,xinexpo09_I12,SRS2776563,PRJNA421162,51,air filter,2014-11-19,308,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.646,SAMN08215997,2018-09-20T00:00:00.000,2021-02-28T05:15:12.465,xinexpo29_I12,SRS2776566,PRJNA421162,51,air filter,2014-11-13,307,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.630,SAMN08215996,2018-09-20T00:00:00.000,2021-02-28T05:15:12.444,xinexpo33_I12,SRS2776561,PRJNA421162,102,air filter,2014-11-08,306,RNA,air filter,35.77493599 N 78.63978259 W,USA:north carolina,Raleigh,missing,missing,air
public,2017-12-20T15:50:13.616,SAMN08215995,2018-09-20T00:00:00.000,2021-02-28T05:15:12.424,xinexpo38_I5,SRS2776564,PRJNA421162,102,air filter,2014-11-06,305,RNA,air filter,38.99791635 N 77.09885595 W,USA:maryland,Bethesda,missing,missing,air
public,2017-12-20T15:50:13.593,SAMN08215994,2018-09-20T00:00:00.000,2021-02-28T05:15:12.403,xinexpo37_I15,SRS2776568,PRJNA421162,51,air filter,2014-11-03,304,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.563,SAMN08215993,2018-09-20T00:00:00.000,2021-02-28T05:15:12.382,xinexpo15_I6,SRS2776569,PRJNA421162,1,air filter,2014-10-29,303,RNA,air filter,42.36689094 N 71.07552998 W,USA:massachusetts,Cambridge,missing,missing,air
public,2017-12-20T15:50:13.516,SAMN08215992,2018-09-20T00:00:00.000,2021-09-26T03:16:12.874,xinexpo35_I6,SRS2776567,PRJNA421162,472,air filter,2014-10-24,302,RNA,air filter,45.89283637 N 6.16846156 E,France:NA,Annecy,missing,missing,air
public,2017-12-20T15:50:13.503,SAMN08215991,2018-09-20T00:00:00.000,2021-02-28T05:15:12.338,xinexpo01_I6,SRS2776565,PRJNA421162,4,air filter,2014-10-22,301,RNA,air filter,32.71074457 N 117.169711 W,USA:california,San Diego,missing,missing,air
public,2017-12-20T15:50:13.490,SAMN08215990,2018-09-20T00:00:00.000,2021-02-28T05:15:12.309,xinexpo09_I6,SRS2776512,PRJNA421162,51,air filter,2014-10-16,300,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.476,SAMN08215989,2018-09-20T00:00:00.000,2021-02-28T05:15:12.287,xinexpo03_I6,SRS2776604,PRJNA421162,6,air filter,2014-10-11,299,RNA,air filter,26.70728299 N 80.06406924 W,USA:florida,West Palm Beach,missing,missing,air
public,2017-12-20T15:50:13.463,SAMN08215988,2018-09-20T00:00:00.000,2021-09-26T03:16:12.851,xinexpo29_I6,SRS2776503,PRJNA421162,675,air filter,2014-10-08,298,RNA,air filter,40.47047872 N 3.61728266 W,Spain:NA,Madrid,missing,missing,air
public,2017-12-20T15:50:13.450,SAMN08215987,2018-09-20T00:00:00.000,2021-02-28T05:15:12.236,xinexpo17_I6,SRS2776507,PRJNA421162,70,air filter,2014-10-01,297,RNA,air filter,33.74226913 N 116.4074047 W,USA:california,San Diego,missing,missing,air
public,2017-12-20T15:50:13.436,SAMN08215986,2018-09-20T00:00:00.000,2021-02-28T05:15:12.215,xinexpo41_I12,SRS2776506,PRJNA421162,51,air filter,2014-10-03,296,RNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.423,SAMN08215985,2018-09-20T00:00:00.000,2021-02-28T05:15:12.193,xinexpo23_I6,SRS2776509,PRJNA421162,21,air filter,2014-09-29,295,RNA,air filter,37.4346639 N 122.438491 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:13.410,SAMN08215984,2018-09-20T00:00:00.000,2021-09-26T03:16:12.829,xinexpo45_I15,SRS2776500,PRJNA421162,442,air filter,2014-09-26,294,RNA,air filter,48.53129375 N 9.03655463 E,Germany:NA,Tubingen,missing,missing,air
public,2017-12-20T15:50:13.396,SAMN08215983,2018-09-20T00:00:00.000,2021-09-26T03:16:12.807,xinexpo33_I6,SRS2776504,PRJNA421162,257,air filter,2014-09-24,293,RNA,air filter,47.56139568 N 7.59124436 E,Switzerland:NA,Basel,missing,missing,air
public,2017-12-20T15:50:13.380,SAMN08215982,2018-09-20T00:00:00.000,2021-02-28T05:15:12.117,xinexpo45_I12,SRS2776591,PRJNA421162,7,air filter,2014-09-19,292,RNA,air filter,36.6111478 N 121.8589246 W,USA:california,Monterey,missing,missing,air
