+access,+submission_date,+accession,+publication_date,+last_update,Sample name,SRA identifier,Bioproject identifier,altitude,env_feature,collection_date,sample number,sample_type,env_biome,lat_lon,geo_loc_name,isolation source,host,env_material
public,2017-12-20T15:50:10.493,SAMN08215783,2018-09-20T00:00:00.000,2021-02-28T05:15:06.832,chaoexpo24_I6,SRS2776458,PRJNA421162,51,air filter,2015-05-17,93,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.480,SAMN08215782,2018-09-20T00:00:00.000,2021-02-28T05:15:06.809,chaoexpo26_I6,SRS2776463,PRJNA421162,109,air filter,2015-05-12,92,DNA,air filter,32.887094 N 117.24494 W,USA:california,San Diego,missing,missing,air
public,2017-12-20T15:50:10.466,SAMN08215781,2018-09-20T00:00:00.000,2021-02-28T05:15:06.780,chaoexpo11_I15,SRS2776462,PRJNA421162,29,air filter,2015-05-18,91,DNA,air filter,37.4323403 N 122.17595 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.450,SAMN08215780,2018-09-20T00:00:00.000,2021-02-28T05:15:06.758,chaoexpo07_I15,SRS2776282,PRJNA421162,1353,air filter,2015-05-18,90,DNA,air filter,39.4757191 N 119.7786747 W,USA:nevada,Reno,missing,missing,air
public,2017-12-20T15:50:10.436,SAMN08215779,2018-09-20T00:00:00.000,2021-09-26T03:16:12.638,chaoexpo10_I5,SRS2776280,PRJNA421162,256,air filter,2015-05-10,89,DNA,air filter,49.37030239 N 8.70576235 E,Germany:NA,Heidelberg,missing,missing,air
public,2017-12-20T15:50:10.423,SAMN08215778,2018-09-20T00:00:00.000,2021-02-28T05:15:06.712,chaoexpo18_I6,SRS2776274,PRJNA421162,29,air filter,2015-05-07,88,DNA,air filter,40.85864131 N 73.4679735 W,USA:new york,Cold Spring Harbor,missing,missing,air
public,2017-12-20T15:50:10.410,SAMN08215777,2018-09-20T00:00:00.000,2021-02-28T05:15:06.689,chaoexpo34_I6,SRS2776275,PRJNA421162,207,air filter,2015-05-05,87,DNA,air filter,41.51086527 N 81.60794985 W,USA:ohio,Cleveland,missing,missing,air
public,2017-12-20T15:50:10.393,SAMN08215776,2018-09-20T00:00:00.000,2021-02-28T05:15:06.661,chaoexpo30_I6,SRS2776273,PRJNA421162,51,air filter,2015-05-03,86,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.380,SAMN08215775,2018-09-20T00:00:00.000,2021-02-28T05:15:06.636,chaoexpo13_I15,SRS2776272,PRJNA421162,1353,air filter,2015-05-04,85,DNA,air filter,39.4757191 N 119.7786747 W,USA:nevada,Reno,missing,missing,air
public,2017-12-20T15:50:10.363,SAMN08215774,2018-09-20T00:00:00.000,2021-02-28T05:15:06.599,chaoexpo36_I6,SRS2776276,PRJNA421162,51,air filter,2015-04-28,84,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.350,SAMN08215773,2018-09-20T00:00:00.000,2021-02-28T05:15:06.552,chaoexpo20_I6,SRS2776277,PRJNA421162,29,air filter,2015-05-05,83,DNA,air filter,37.4323403 N 122.17595 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.333,SAMN08215772,2018-09-20T00:00:00.000,2021-02-28T05:15:06.531,chaoexpo43_I5,SRS2776278,PRJNA421162,5,air filter,2015-04-23,82,DNA,air filter,39.91220532 N 75.18420641 W,USA:pennsylvania,Philadelphia,missing,missing,air
public,2017-12-20T15:50:10.316,SAMN08215771,2018-09-20T00:00:00.000,2021-02-28T05:15:06.510,chaoexpo39_I12,SRS2776279,PRJNA421162,51,air filter,2015-04-21,81,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.303,SAMN08215770,2018-09-20T00:00:00.000,2021-02-28T05:15:06.488,chaoexpo39_I6,SRS2776695,PRJNA421162,29,air filter,2015-04-27,80,DNA,air filter,37.4323403 N 122.17595 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.290,SAMN08215769,2018-09-20T00:00:00.000,2021-02-28T05:15:06.466,chaoexpo46_I6,SRS2776692,PRJNA421162,51,air filter,2015-04-20,79,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.273,SAMN08215768,2018-09-20T00:00:00.000,2021-02-28T05:15:06.443,chaoexpo42_I15,SRS2776697,PRJNA421162,171,air filter,2015-04-17,78,DNA,air filter,30.28826892 N 97.73700925 W,USA:texas,Austin,missing,missing,air
public,2017-12-20T15:50:10.256,SAMN08215767,2018-09-20T00:00:00.000,2021-02-28T05:15:06.421,chaoexpo46_I5,SRS2776705,PRJNA421162,not applicable,air filter,2015-04-20,77,DNA,air filter,not applicable,not applicable,missing,missing,air
public,2017-12-20T15:50:10.240,SAMN08215766,2018-09-20T00:00:00.000,2021-02-28T05:15:06.399,chaoexpo42_I12,SRS2776696,PRJNA421162,51,air filter,2015-04-15,76,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.223,SAMN08215765,2018-09-20T00:00:00.000,2021-02-28T05:15:06.379,chaoexpo42_I6,SRS2776698,PRJNA421162,51,air filter,2015-04-10,75,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.210,SAMN08215764,2018-09-20T00:00:00.000,2021-02-28T05:15:06.357,chaoexpo24_I5,SRS2776699,PRJNA421162,29,air filter,2015-04-10,74,DNA,air filter,37.4323403 N 122.17595 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.180,SAMN08215763,2018-09-20T00:00:00.000,2021-02-28T05:15:06.331,chaoexpo06_I5,SRS2776700,PRJNA421162,1353,air filter,2015-04-09,73,DNA,air filter,39.4757191 N 119.7786747 W,USA:nevada,Reno,missing,missing,air
public,2017-12-20T15:50:10.166,SAMN08215762,2018-09-20T00:00:00.000,2021-02-28T05:15:06.310,chaoexpo07_I12,SRS2776694,PRJNA421162,51,air filter,2015-04-03,72,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.150,SAMN08215761,2018-09-20T00:00:00.000,2021-09-26T03:16:12.611,chaoexpo16_I5,SRS2776693,PRJNA421162,39,air filter,2015-03-28,71,DNA,air filter,52.08168161 N 0.18486226 E,United Kingdom: NA,Hinxton,missing,missing,air
public,2017-12-20T15:50:10.133,SAMN08215760,2018-09-20T00:00:00.000,2021-02-28T05:15:06.267,chaoexpo26_I5,SRS2776552,PRJNA421162,14,air filter,2015-03-30,70,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:10.113,SAMN08215759,2018-09-20T00:00:00.000,2021-02-28T05:15:06.245,chaoexpo11_I12,SRS2776553,PRJNA421162,18,air filter,2015-03-25,69,DNA,air filter,59.85625072 N 17.6406181 E,Sweden:NA,Uppsala,missing,missing,air
public,2017-12-20T15:50:10.096,SAMN08215758,2018-09-20T00:00:00.000,2021-02-28T05:15:06.225,chaoexpo21_I12,SRS2776554,PRJNA421162,51,air filter,2015-03-23,68,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.080,SAMN08215757,2018-09-20T00:00:00.000,2021-02-28T05:15:06.203,chaoexpo39_I5,SRS2776556,PRJNA421162,14,air filter,2015-03-23,67,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:10.063,SAMN08215756,2018-09-20T00:00:00.000,2021-09-26T03:16:12.585,chaoexpo30_I5,SRS2776555,PRJNA421162,46,air filter,2015-03-17,66,DNA,air filter,3.15327579 N 101.7150945 E,Malaysia:NA,Kuala Lumpur,missing,missing,air
public,2017-12-20T15:50:10.033,SAMN08215755,2018-09-20T00:00:00.000,2021-02-28T05:15:06.160,chaoexpo02_I5,SRS2776557,PRJNA421162,102,air filter,2015-03-12,65,DNA,air filter,38.99791635 N 77.09885595 W,USA:maryland,Bathesda,missing,missing,air
public,2017-12-20T15:50:10.013,SAMN08215754,2018-09-20T00:00:00.000,2021-02-28T05:15:06.140,chaoexpo34_I5,SRS2776559,PRJNA421162,825,air filter,2015-03-16,64,DNA,air filter,32.2156971 N 111.048771 W,USA:arizona,Tucson,missing,missing,air
public,2017-12-20T15:50:09.993,SAMN08215753,2018-09-20T00:00:00.000,2021-02-28T05:15:06.118,chaoexpo36_I5,SRS2776558,PRJNA421162,51,air filter,2015-03-09,63,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.976,SAMN08215752,2018-09-20T00:00:00.000,2021-09-26T03:16:12.557,chaoexpo38_I15,SRS2776560,PRJNA421162,9,air filter,2015-03-02,62,DNA,air filter,51.1439564 N 3.24536340 E,Belgium:NA,Oostkamp,missing,missing,air
public,2017-12-20T15:50:09.963,SAMN08215751,2018-09-20T00:00:00.000,2021-02-28T05:15:06.058,chaoexpo27_I15,SRS2776562,PRJNA421162,51,air filter,2015-02-27,61,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.930,SAMN08215750,2018-09-20T00:00:00.000,2021-02-28T05:15:05.991,chaoexpo04_I5,SRS2776386,PRJNA421162,14,air filter,2015-03-02,60,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:09.913,SAMN08215749,2018-09-20T00:00:00.000,2021-02-28T05:15:05.941,chaoexpo20_I5,SRS2776383,PRJNA421162,51,air filter,2015-02-24,59,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.900,SAMN08215748,2018-09-20T00:00:00.000,2021-02-28T05:15:05.895,chaoexpo18_I5,SRS2776380,PRJNA421162,7,air filter,2015-02-20,58,DNA,air filter,38.53700901 S 143.9762657 E,Australia:NA,Lorne,missing,missing,air
public,2017-12-20T15:50:09.883,SAMN08215747,2018-09-20T00:00:00.000,2021-02-28T05:15:05.871,chaoexpo27_I12,SRS2776378,PRJNA421162,1982,air filter,2015-02-19,57,DNA,air filter,39.1825082 N 120.132096 W,USA:california,Tahoe,missing,missing,air
public,2017-12-20T15:50:09.870,SAMN08215746,2018-09-20T00:00:00.000,2021-09-26T03:16:12.526,chaoexpo09_I15,SRS2776382,PRJNA421162,11,air filter,2015-02-14,56,DNA,air filter,1.29338830 N 103.8595425 E,Singapore:NA,Singapore,missing,missing,air
public,2017-12-20T15:50:09.853,SAMN08215745,2018-09-20T00:00:00.000,2021-02-28T05:15:05.818,chaoexpo42_I5,SRS2776381,PRJNA421162,14,air filter,2015-02-12,55,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:09.840,SAMN08215744,2018-09-20T00:00:00.000,2021-02-28T05:15:05.797,chaoexpo23_I15,SRS2776376,PRJNA421162,51,air filter,2015-02-10,54,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.826,SAMN08215743,2018-09-20T00:00:00.000,2021-02-28T05:15:05.776,chaoexpo11_I6,SRS2776375,PRJNA421162,51,air filter,2015-02-06,53,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.810,SAMN08215742,2018-09-20T00:00:00.000,2021-02-28T05:15:05.754,chaoexpo15_I15,SRS2776379,PRJNA421162,14,air filter,2015-02-06,52,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:09.796,SAMN08215741,2018-09-20T00:00:00.000,2021-02-28T05:15:05.730,chaoexpo35_I15,SRS2776377,PRJNA421162,17,air filter,2015-02-01,51,DNA,air filter,37.83655946 N 122.4802193 W,USA:california,San Francisco,missing,missing,air
public,2017-12-20T15:50:09.780,SAMN08215740,2018-09-20T00:00:00.000,2021-02-28T05:15:05.703,chaoexpo19_I12,SRS2776760,PRJNA421162,51,air filter,2015-01-29,50,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.766,SAMN08215739,2018-09-20T00:00:00.000,2021-02-28T05:15:05.681,chaoexpo41_I15,SRS2776761,PRJNA421162,123,air filter,2015-01-24,49,DNA,air filter,32.90161091 N 117.2441403 W,USA:california,San Diego,missing,missing,air
public,2017-12-20T15:50:09.753,SAMN08215738,2018-09-20T00:00:00.000,2021-02-28T05:15:05.660,chaoexpo33_I15,SRS2776757,PRJNA421162,14,air filter,2015-01-26,48,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:09.740,SAMN08215737,2018-09-20T00:00:00.000,2021-02-28T05:15:05.637,chaoexpo29_I15,SRS2776759,PRJNA421162,51,air filter,2015-01-22,47,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.723,SAMN08215736,2018-09-20T00:00:00.000,2021-02-28T05:15:05.615,chaoexpo38_I12,SRS2776754,PRJNA421162,5,air filter,2015-01-13,46,DNA,air filter,29.26963621 N 94.82190697 W,USA:texas,Galveston,missing,missing,air
public,2017-12-20T15:50:09.703,SAMN08215735,2018-09-20T00:00:00.000,2021-02-28T05:15:05.595,chaoexpo38_I6,SRS2776756,PRJNA421162,51,air filter,2015-01-16,45,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.686,SAMN08215734,2018-09-20T00:00:00.000,2021-02-28T05:15:05.574,chaoexpo17_I15,SRS2776752,PRJNA421162,189,air filter,2015-01-16,44,DNA,air filter,32.7556215 N 97.3324061 W,USA:texas,Fort Worth,missing,missing,air
public,2017-12-20T15:50:09.666,SAMN08215733,2018-09-20T00:00:00.000,2021-02-28T05:15:05.553,chaoexpo01_I15,SRS2776755,PRJNA421162,51,air filter,2015-01-08,43,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.650,SAMN08215732,2018-09-20T00:00:00.000,2021-02-28T05:15:05.533,chaoexpo05_I15,SRS2776748,PRJNA421162,26,air filter,2015-01-05,42,DNA,air filter,40.1005156 N 75.4616527 W,USA:pennsylvania,King of Prussia,missing,missing,air
public,2017-12-20T15:50:09.633,SAMN08215731,2018-09-20T00:00:00.000,2021-02-28T05:15:05.512,chaoexpo31_I6,SRS2776751,PRJNA421162,49,air filter,2015-01-02,41,DNA,air filter,41.75736384 N 72.75577191 W,USA:connecticut,West Hartford,missing,missing,air
public,2017-12-20T15:50:09.620,SAMN08215730,2018-09-20T00:00:00.000,2021-02-28T05:15:05.490,chaoexpo25_I15,SRS2776630,PRJNA421162,76,air filter,2014-12-29,40,DNA,air filter,40.24783815 N 75.58747128 W,USA:pennsylvania,Pottstown,missing,missing,air
public,2017-12-20T15:50:09.603,SAMN08215729,2018-09-20T00:00:00.000,2021-02-28T05:15:05.466,chaoexpo13_I12,SRS2776628,PRJNA421162,122,air filter,2014-12-27,39,DNA,air filter,40.6760925 N 75.2942097 W,USA:pennsylvania,Easton,missing,missing,air
public,2017-12-20T15:50:09.586,SAMN08215728,2018-09-20T00:00:00.000,2021-02-28T05:15:05.433,chaoexpo03_I15,SRS2776625,PRJNA421162,51,air filter,2014-12-22,38,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.573,SAMN08215727,2018-09-20T00:00:00.000,2021-02-28T05:15:05.409,chaoexpo07_I6,SRS2776622,PRJNA421162,51,air filter,2014-12-19,37,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.560,SAMN08215726,2018-09-20T00:00:00.000,2021-02-28T05:15:05.386,chaoexpo19_I15,SRS2776618,PRJNA421162,14,air filter,2014-12-18,36,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:09.540,SAMN08215725,2018-09-20T00:00:00.000,2021-02-28T05:15:05.363,chaoexpo03_I12,SRS2776620,PRJNA421162,51,air filter,2014-12-12,35,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.523,SAMN08215724,2018-09-20T00:00:00.000,2021-02-28T05:15:05.335,chaoexpo21_I6,SRS2776626,PRJNA421162,51,air filter,2014-12-08,34,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.506,SAMN08215723,2018-09-20T00:00:00.000,2021-02-28T05:15:05.272,chaoexpo01_I12,SRS2776627,PRJNA421162,14,air filter,2014-12-08,33,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:09.493,SAMN08215722,2018-09-20T00:00:00.000,2021-02-28T05:15:05.250,chaoexpo15_I12,SRS2776623,PRJNA421162,102,air filter,2014-12-04,32,DNA,air filter,38.99791635 N 77.09885595 W,USA:maryland,Bethesda,missing,missing,air
public,2017-12-20T15:50:09.480,SAMN08215721,2018-09-20T00:00:00.000,2021-02-28T05:15:05.164,chaoexpo25_I12,SRS2776624,PRJNA421162,51,air filter,2014-12-01,31,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.463,SAMN08215720,2018-09-20T00:00:00.000,2021-02-28T05:15:05.142,chaoexpo35_I12,SRS2776480,PRJNA421162,14,air filter,2014-12-01,30,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:09.450,SAMN08215719,2018-09-20T00:00:00.000,2021-02-28T05:15:05.117,chaoexpo23_I12,SRS2776482,PRJNA421162,172,air filter,2014-12-01,29,DNA,air filter,37.804 N 121.939 W,USA:california,Danville,missing,missing,air
public,2017-12-20T15:50:09.436,SAMN08215718,2018-09-20T00:00:00.000,2021-02-28T05:15:05.093,chaoexpo27_I6,SRS2776485,PRJNA421162,51,air filter,2014-11-26,28,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.420,SAMN08215717,2018-09-20T00:00:00.000,2021-02-28T05:15:05.063,chaoexpo17_I12,SRS2776486,PRJNA421162,14,air filter,2014-11-24,27,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:09.406,SAMN08215716,2018-09-20T00:00:00.000,2021-02-28T05:15:05.036,chaoexpo05_I12,SRS2776489,PRJNA421162,33,air filter,2014-11-21,26,DNA,air filter,40.7848192 N 73.9557547 W,USA:new york,New York City,missing,missing,air
public,2017-12-20T15:50:09.390,SAMN08215715,2018-09-20T00:00:00.000,2021-02-28T05:15:04.964,chaoexpo09_I12,SRS2776490,PRJNA421162,51,air filter,2014-11-19,25,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.376,SAMN08215714,2018-09-20T00:00:00.000,2021-02-28T05:15:04.937,chaoexpo29_I12,SRS2776483,PRJNA421162,51,air filter,2014-11-13,24,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.360,SAMN08215713,2018-09-20T00:00:00.000,2021-02-28T05:15:04.913,chaoexpo33_I12,SRS2776613,PRJNA421162,102,air filter,2014-11-08,23,DNA,air filter,35.77493599 N 78.63978259 W,USA:north carolina,Raleigh,missing,missing,air
public,2017-12-20T15:50:09.346,SAMN08215712,2018-09-20T00:00:00.000,2021-02-28T05:15:04.890,chaoexpo38_I5,SRS2776484,PRJNA421162,102,air filter,2014-11-06,22,DNA,air filter,38.99791635 N 77.09885595 W,USA:maryland,Bethesda,missing,missing,air
public,2017-12-20T15:50:09.330,SAMN08215711,2018-09-20T00:00:00.000,2021-02-28T05:15:04.762,chaoexpo37_I15,SRS2776487,PRJNA421162,51,air filter,2014-11-03,21,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.310,SAMN08215710,2018-09-20T00:00:00.000,2021-02-28T05:15:04.742,chaoexpo15_I6,SRS2776298,PRJNA421162,1,air filter,2014-10-29,20,DNA,air filter,42.36689094 N 71.07552998 W,USA:massachusetts,Cambridge,missing,missing,air
public,2017-12-20T15:50:09.296,SAMN08215709,2018-09-20T00:00:00.000,2021-09-26T03:16:12.487,chaoexpo35_I6,SRS2776296,PRJNA421162,472,air filter,2014-10-24,19,DNA,air filter,45.89283637 N 6.16846156 E,France:NA,Annecy,missing,missing,air
public,2017-12-20T15:50:09.280,SAMN08215708,2018-09-20T00:00:00.000,2021-02-28T05:15:04.699,chaoexpo01_I6,SRS2776300,PRJNA421162,4,air filter,2014-10-22,18,DNA,air filter,32.71074457 N 117.169711 W,USA:california,San Diego,missing,missing,air
public,2017-12-20T15:50:09.266,SAMN08215707,2018-09-20T00:00:00.000,2021-02-28T05:15:04.679,chaoexpo09_I6,SRS2776295,PRJNA421162,51,air filter,2014-10-16,17,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.253,SAMN08215706,2018-09-20T00:00:00.000,2021-02-28T05:15:04.657,chaoexpo03_I6,SRS2776299,PRJNA421162,6,air filter,2014-10-11,16,DNA,air filter,26.70728299 N 80.06406924 W,USA:florida,West Palm Beach,missing,missing,air
public,2017-12-20T15:50:09.236,SAMN08215705,2018-09-20T00:00:00.000,2021-09-26T03:16:12.442,chaoexpo29_I6,SRS2776297,PRJNA421162,675,air filter,2014-10-08,15,DNA,air filter,40.47047872 N 3.61728266 W,Spain:NA,Madrid,missing,missing,air
public,2017-12-20T15:50:09.220,SAMN08215704,2018-09-20T00:00:00.000,2021-02-28T05:15:04.615,chaoexpo17_I6,SRS2776302,PRJNA421162,70,air filter,2014-10-01,14,DNA,air filter,33.74226913 N 116.4074047 W,USA:california,San Diego,missing,missing,air
public,2017-12-20T15:50:09.206,SAMN08215703,2018-09-20T00:00:00.000,2021-02-28T05:15:04.593,chaoexpo41_I12,SRS2776319,PRJNA421162,51,air filter,2014-10-03,13,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.193,SAMN08215702,2018-09-20T00:00:00.000,2021-02-28T05:15:04.573,chaoexpo23_I6,SRS2776304,PRJNA421162,21,air filter,2014-09-29,12,DNA,air filter,37.4346639 N 122.438491 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.180,SAMN08215701,2018-09-20T00:00:00.000,2021-09-26T03:16:12.383,chaoexpo45_I15,SRS2776301,PRJNA421162,442,air filter,2014-09-26,11,DNA,air filter,48.53129375 N 9.03655463 E,Germany:NA,Tubingen,missing,missing,air
public,2017-12-20T15:50:09.163,SAMN08215700,2018-09-20T00:00:00.000,2021-09-26T03:16:12.348,chaoexpo33_I6,SRS2776680,PRJNA421162,257,air filter,2014-09-24,10,DNA,air filter,47.56139568 N 7.59124436 E,Switzerland:NA,Basel,missing,missing,air
public,2017-12-20T15:50:09.150,SAMN08215699,2018-09-20T00:00:00.000,2021-02-28T05:15:04.503,chaoexpo45_I12,SRS2776683,PRJNA421162,7,air filter,2014-09-19,9,DNA,air filter,36.6111478 N 121.8589246 W,USA:california,Monterey,missing,missing,air
public,2017-12-20T15:50:09.136,SAMN08215698,2018-09-20T00:00:00.000,2021-02-28T05:15:04.476,chaoexpo19_I6,SRS2776688,PRJNA421162,51,air filter,2014-09-16,8,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.120,SAMN08215697,2018-09-20T00:00:00.000,2021-02-28T05:15:04.386,chaoexpo13_I6,SRS2776682,PRJNA421162,29,air filter,2014-09-19,7,DNA,air filter,37.4323403 N 122.17595 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.106,SAMN08215696,2018-09-20T00:00:00.000,2021-02-28T05:15:04.267,chaoexpo05_I6,SRS2776684,PRJNA421162,51,air filter,2014-09-12,6,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.093,SAMN08215695,2018-09-20T00:00:00.000,2021-02-28T05:15:04.166,chaoexpo25_I6,SRS2776685,PRJNA421162,51,air filter,2014-09-08,5,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.080,SAMN08215694,2018-09-20T00:00:00.000,2021-02-28T05:15:04.072,chaoexpo37_I12,SRS2776691,PRJNA421162,51,air filter,2014-09-05,4,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.066,SAMN08215693,2018-09-20T00:00:00.000,2021-02-28T05:15:04.025,chaoexpo37_I6,SRS2776689,PRJNA421162,51,air filter,2014-09-01,3,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.050,SAMN08215692,2018-09-20T00:00:00.000,2021-02-28T05:15:03.860,chaoexpo45_I6,SRS2776690,PRJNA421162,51,air filter,2014-08-29,2,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:09.030,SAMN08215691,2018-09-20T00:00:00.000,2021-02-28T05:15:03.768,chaoexpo41_I6,SRS2776687,PRJNA421162,51,air filter,2014-08-25,1,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
