graph_id,graph_source,k,window_bases,n_observations,window_start,phase,replicate,elapsed_ms,algorithm,path_available,pair_hmm_path_valid,pair_hmm_valid,truncated,completed_columns,decoded_read_index,terminal_contract_valid,graph_step_trace_aligned,path_length_aligned,corrected_path_aligned,move_counts_aligned,path_trace_aligned,trace_complete,complete,full_decode,frontier_area,edge_expansions,peak_frontier
linear_10001,synthetic_linear,9,1200,1192,1,measurement,4,1194.13075,viterbi_indel_pair_hmm,true,true,true,false,1192,1192,true,true,true,true,true,true,true,true,true,259356,376431,219
linear_10001,synthetic_linear,9,1200,1192,1,measurement,5,1209.474875,viterbi_indel_pair_hmm,true,true,true,false,1192,1192,true,true,true,true,true,true,true,true,true,259356,376431,219
fixed_toy_k31_raw,raw_fixed_toy,31,250,220,1,warmup,0,3229.333,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_raw,raw_fixed_toy,31,250,220,1,measurement,1,155.553125,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_raw,raw_fixed_toy,31,250,220,1,measurement,2,178.701875,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_raw,raw_fixed_toy,31,250,220,1,measurement,3,180.96575,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_raw,raw_fixed_toy,31,250,220,1,measurement,4,175.63,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_raw,raw_fixed_toy,31,250,220,1,measurement,5,164.231667,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_raw,raw_fixed_toy,31,500,470,1,warmup,0,185.564917,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_raw,raw_fixed_toy,31,500,470,1,measurement,1,169.621583,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_raw,raw_fixed_toy,31,500,470,1,measurement,2,175.561375,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_raw,raw_fixed_toy,31,500,470,1,measurement,3,161.436958,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_raw,raw_fixed_toy,31,500,470,1,measurement,4,197.543292,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_raw,raw_fixed_toy,31,500,470,1,measurement,5,163.911709,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_raw,raw_fixed_toy,31,1200,1170,1,warmup,0,164.993,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_raw,raw_fixed_toy,31,1200,1170,1,measurement,1,214.056625,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_raw,raw_fixed_toy,31,1200,1170,1,measurement,2,226.856292,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
fixed_toy_k31_raw,raw_fixed_toy,31,1200,1170,1,measurement,3,169.883375,viterbi_indel_pair_hmm,true,true,false,true,169,169,false,true,true,true,true,true,false,false,false,31815,45831,219
